,Region,District,EPA,Lat,Lon,Altitude,Gender,Literacy,Number_followers,Date_trained,Length,Farm_size,Sust_Ag_Activities,Types_Sust_Ag,Full_CA,Partial_CA,Agroforestry,Manure_making,Pit_planting,Sust_Other,Crops,Crops_Maize,Crops_Millet,Crops_Sorghum,Crops_Cassava,Crops_Sweet_Potato,Crops_European_Potato,Crops_Soya,Crops_Groundnuts,Crops_Beans,Crops_Pigeon_Pea,Crops_Cowpea,Crops_Sugarcane,Crops_Other,Vegetables,Fruit_trees,Livestock,Type_livestock,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats_Sheep,Livestock_Guinea_Fowl,Livestock_Pigs,Livestock_Other,Livestock_Rabbits,X_id
1,Northern,Nkhatabay,Nkhatabay,-11.74594421,34.23243816,555.7204521,Female,Primary School,2,2016-08-02,1033,0.5,No,,NA,NA,NA,NA,NA,NA,Maize,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,42324537
2,Central,,,-13.9819715,33.7656852,1060.099976,Female,Tertiary,15,2017-09-23,616,0.8,Yes,Manure Making,0,0,0,1,0,0,Groundnuts,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,38254924
3,Central,Lilongwe,Chiwamba,-13.98207893,33.76567116,1035.427124,Female,Primary School,30,2017-07-07,694,0.8,Yes,Agroforestry,0,0,1,0,0,0,Sorghum Cassava Sweet Potato,0,0,1,1,1,0,0,0,0,0,0,0,0,No,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,38268904
4,Central,Lilongwe,Demera,-13.7460434,33.37154247,1089,Male,Secondary School,23,2015-09-23,1347,0.4,Yes,Manure Making Pit Planting,0,0,0,1,1,0,Maize,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,,NA,NA,NA,NA,NA,NA,NA,NA,39472265
5,Central,Lilongwe,Demera,-13.759025,33.36796,1106.1,Female,Primary School,21,2018-07-10,326,1.2,Yes,Agroforestry Pit Planting,0,0,1,0,1,0,Maize Soya Groundnuts Cow Peas,1,0,0,0,0,0,1,1,0,0,1,0,0,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,39467599
6,Central,Lilongwe,Demera,-13.72955333,33.342475,1099.7,Male,Secondary School,30,2015-04-22,1501,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Pit Planting",1,0,0,0,1,0,Maize Soya Other,1,0,0,0,0,0,1,0,0,0,0,0,1,Yes,No,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39467603
7,Central,Lilongwe,Demera,-13.766225,33.38627,1122.6,Female,Primary School,30,2016-09-30,974,0.8,Yes,Pit Planting,0,0,0,0,1,0,Maize Groundnuts Beans,1,0,0,0,0,0,0,1,1,0,0,0,0,Yes,No,No,,NA,NA,NA,NA,NA,NA,NA,NA,39467608
8,Central,Lilongwe,Demera,-13.77441167,33.38292833,1115.2,Male,Secondary School,30,2015-07-03,1429,1,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Pit Planting",1,0,0,0,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,No,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,39467615
9,Central,Lilongwe,Demera,-13.76973,33.400955,1140.2,Female,Primary School,25,2016-09-30,974,0.8,Yes,Pit Planting,0,0,0,0,1,0,Maize Groundnuts Other,1,0,0,0,0,0,0,1,0,0,0,0,1,Yes,No,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39467623
10,Central,Lilongwe,Demera,-13.74242632,33.35440236,1063,Female,Secondary School,28,2014-09-26,1709,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making",1,0,1,1,0,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Pigs,0,0,0,0,0,1,0,0,39472249
11,Central,Lilongwe,Demera,-13.7585969,33.39665851,1107,Male,Secondary School,29,2016-10-20,954,0.8,Yes,Agroforestry Manure Making Pit Planting,0,0,1,1,1,0,Maize Soya Groundnuts Beans Other,1,0,0,0,0,0,1,1,1,0,0,0,1,Yes,Yes,Yes,Chickens Rabbits,0,1,0,0,0,0,0,1,39472268
12,Central,Lilongwe,Demera,-13.76766837,33.38891002,1094,Male,Secondary School,21,2018-10-29,215,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Pit Planting",1,0,0,0,1,0,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39472273
13,Central,Lilongwe,Demera,-13.7695372,33.39497404,1105,Female,Primary School,20,2016-09-30,974,1.5,Yes,Pit Planting,0,0,0,0,1,0,Maize Soya Cow Peas,1,0,0,0,0,0,1,0,0,0,1,0,0,No,No,Yes,Chickens,0,1,0,0,0,0,0,0,39472276
14,Central,Lilongwe,Demera,-13.75998094,33.36715498,1082,Female,Secondary School,29,2015-10-29,1311,1.6,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Pit Planting",1,0,0,0,1,0,Maize Soya Beans Other,1,0,0,0,0,0,1,0,1,0,0,0,1,Yes,No,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,39547357
15,Central,Lilongwe,Demera,-13.72938917,33.34452837,1079,Male,Secondary School,29,2016-10-29,945,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Pit Planting",1,0,0,0,1,0,Maize Other,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,No,Yes,Chickens,0,1,0,0,0,0,0,0,39547363
16,Central,Lilongwe,Demera,-13.73839871,33.37315416,1094,Female,Primary School,30,2018-10-29,215,0.5,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",1,1,0,1,1,0,Maize Soya Groundnuts Beans Other,1,0,0,0,0,0,1,1,1,0,0,0,1,Yes,Yes,Yes,Cattle Goats/Sheep Chickens Rabbits,1,1,0,1,0,0,0,1,39547367
17,Central,Lilongwe,Demera,-13.73518433,33.38359575,1111,Male,Primary School,29,2015-10-29,1311,1,Yes,Manure Making Pit Planting,0,0,0,1,1,0,Maize Soya Beans Other,1,0,0,0,0,0,1,0,1,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39547404
18,Central,Lilongwe,Demera,-13.75343098,33.41528865,1139,Female,Secondary School,29,2015-10-29,1311,1,Yes,Manure Making Pit Planting,0,0,0,1,1,0,Maize Sweet Potato Soya Groundnuts Other,1,0,0,0,1,0,1,1,0,0,0,0,1,Yes,Yes,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,39547411
19,Central,Lilongwe,Demera,-13.82274823,33.44824084,1169,Female,Secondary School,15,2016-10-30,944,0.5,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Pit Planting",1,0,0,0,1,0,Maize Soya Beans,1,0,0,0,0,0,1,0,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39547417
20,Central,Lilongwe,Demera,-13.82264187,33.44834436,1181,Male,Primary School,29,2015-08-25,1376,2,Yes,Manure Making Pit Planting,0,0,0,1,1,0,Maize Soya Beans Other,1,0,0,0,0,0,1,0,1,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Chickens Rabbits,0,1,0,1,0,0,0,1,39547420
21,Central,Lilongwe,Demera,-13.82263093,33.44813263,1174,Female,Primary School,42,2014-10-30,1675,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Pit Planting",1,0,0,0,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39547422
22,Central,Lilongwe,Demera,-13.82260599,33.44812869,1180,Female,Primary School,20,2014-10-30,1675,1,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making",1,0,0,1,0,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,39547433
23,Central,Lilongwe,Demera,-13.82270775,33.44814395,1186,Male,Primary School,30,2015-10-30,1310,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Pit Planting",1,0,0,0,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Cattle Pigs Chickens,1,1,0,0,0,1,0,0,39547437
24,Central,Lilongwe,Demera,-13.82277845,33.4482058,1175,Male,Secondary School,30,2016-10-30,944,0.5,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Pit Planting Other",1,0,0,0,1,1,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Chickens Ducks,0,1,1,0,0,0,0,0,39547438
25,Central,Lilongwe,Demera,-13.82277162,33.44822961,1173,Male,Secondary School,29,2014-10-30,1675,1,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Pit Planting",1,0,0,1,1,0,Maize Soya Groundnuts Beans Sugarcane,1,0,0,0,0,0,1,1,1,0,0,1,0,Yes,Yes,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,39547478
26,Central,Lilongwe,Demera,-13.82272858,33.44823766,1164,Male,Secondary School,22,2015-10-30,1310,3,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Pit Planting",1,0,0,1,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,39547480
27,Central,Lilongwe,Demera,-13.82274731,33.44819105,1175,Female,Secondary School,29,2014-10-30,1675,0.5,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Pit Planting",1,0,0,1,1,0,Maize Soya Groundnuts Beans Other,1,0,0,0,0,0,1,1,1,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39547482
28,Central,Lilongwe,Demera,-13.82271626,33.44828577,1162,Female,Primary School,8,2014-10-30,1675,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Pit Planting",1,0,0,1,1,0,Maize Soya Groundnuts Beans Other,1,0,0,0,0,0,1,1,1,0,0,0,1,Yes,Yes,No,,NA,NA,NA,NA,NA,NA,NA,NA,39547484
29,Central,Lilongwe,Demera,-13.82267171,33.44833966,1171,Female,Secondary School,29,2014-10-30,1675,2,Yes,Manure Making Pit Planting,0,0,0,1,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,39547488
30,Central,Lilongwe,Demera,-13.82273189,33.44820337,1179,Male,Primary School,29,2016-10-30,944,1,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Pit Planting",1,0,0,1,1,0,Maize Groundnuts Other,1,0,0,0,0,0,0,1,0,0,0,0,1,Yes,Yes,No,,NA,NA,NA,NA,NA,NA,NA,NA,39547490
31,Central,Lilongwe,Demera,-13.82274366,33.44828879,1173,Female,Primary School,29,2016-10-30,944,0.8,Yes,Manure Making Pit Planting,0,0,0,1,1,0,Maize Groundnuts Other,1,0,0,0,0,0,0,1,0,0,0,0,1,Yes,Yes,Yes,Cattle Goats/Sheep,1,0,0,1,0,0,0,0,39547497
32,Central,Lilongwe,Demera,-13.7459116,33.3562652,1069.5,Female,Secondary School,15,2016-05-01,1126,0.4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Pit Planting",1,0,0,1,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,No,Yes,Goats/Sheep Chickens Other,0,1,0,1,0,0,1,0,39547581
33,Central,Lilongwe,Demera,-13.730477,33.3418077,1093.5,Male,Primary School,29,2016-10-01,973,0.4,Yes,Pit Planting,0,0,0,0,1,0,Maize Sweet Potato Soya Beans,1,0,0,0,1,0,1,0,1,0,0,0,0,Yes,No,Yes,Chickens,0,1,0,0,0,0,0,0,39547583
34,Central,Lilongwe,Demera,-13.753297,33.4149228,1115.5,Male,Secondary School,25,2015-08-31,1370,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures)",1,0,0,0,0,0,Maize Sweet Potato Groundnuts,1,0,0,0,1,0,0,1,0,0,0,0,0,Yes,Yes,Yes,Cattle Goats/Sheep,1,0,0,1,0,0,0,0,39547586
35,Central,Lilongwe,Demera,-13.7749847,33.3992865,1129.800049,Female,Secondary School,28,2016-07-30,1036,1.6,Yes,Pit Planting,0,0,0,0,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,No,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39547588
36,Central,Lilongwe,Demera,-13.8076848,33.3694605,1138.300049,Male,Secondary School,29,2016-07-02,1064,0.2,Yes,Pit Planting,0,0,0,0,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,No,No,,NA,NA,NA,NA,NA,NA,NA,NA,39547589
37,Central,Lilongwe,Demera,-13.8076247,33.3699689,1137.699951,Male,Primary School,29,2015-10-30,1310,1.6,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Pit Planting",1,0,0,0,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,39547590
38,Central,Lilongwe,Demera,-13.8078646,33.3692335,1127.199951,Female,Secondary School,25,2016-07-09,1057,0.4,Yes,Pit Planting,0,0,0,0,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39547592
39,Central,Lilongwe,Demera,-13.8076624,33.3694894,1146.5,Male,Secondary School,29,2016-10-08,966,0.4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Pit Planting",1,0,0,0,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,39547595
40,Central,Lilongwe,Demera,-13.8074728,33.3696529,1125.800049,Male,Secondary School,20,2016-07-01,1065,0.8,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures",0,1,0,0,0,0,Maize Soya Other,1,0,0,0,0,0,1,0,0,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,39547597
41,Central,Lilongwe,Demera,-13.8073426,33.3695583,1133.099976,Male,Primary School,30,2016-07-06,1060,0.4,Yes,Pit Planting,0,0,0,0,1,0,Maize Groundnuts Beans Other,1,0,0,0,0,0,0,1,1,0,0,0,1,Yes,No,Yes,Cattle Goats/Sheep Pigs Chickens Guinea Fowl,1,1,0,1,1,1,0,0,39547600
42,Central,Lilongwe,Demera,-13.8076162,33.3694508,1128.199951,Male,Secondary School,30,2015-07-16,1416,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Pit Planting",1,0,0,0,1,0,Maize Groundnuts Other,1,0,0,0,0,0,0,1,0,0,0,0,1,Yes,No,Yes,Pigs Chickens,0,1,0,0,0,1,0,0,39547604
43,Central,Lilongwe,Demera,-13.8074617,33.3695817,1137.599976,Female,Primary School,30,2016-05-30,1097,0.4,Yes,Pit Planting,0,0,0,0,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,No,No,No,,NA,NA,NA,NA,NA,NA,NA,NA,39547608
44,Central,Lilongwe,Demera,-13.8076325,33.3698645,1129.5,Male,Primary School,30,2016-07-30,1036,0.4,Yes,Pit Planting,0,0,0,0,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39547611
45,Central,Lilongwe,Demera,-13.8160649,33.3494744,1130.800049,Female,Secondary School,20,2015-09-22,1348,0.4,Yes,Pit Planting,0,0,0,0,1,0,Maize Groundnuts Other,1,0,0,0,0,0,0,1,0,0,0,0,1,Yes,No,Yes,Chickens,0,1,0,0,0,0,0,0,39547615
46,Central,Lilongwe,Demera,-13.81808,33.3408671,1120.699951,Male,Primary School,14,2016-07-01,1065,0.4,Yes,Pit Planting,0,0,0,0,1,0,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,No,No,Yes,Cattle Goats/Sheep Guinea Fowl,1,0,0,1,1,0,0,0,39547619
47,Central,Lilongwe,Demera,-13.8091303,33.3232584,1090,Female,Primary School,19,2016-07-21,1045,0.4,Yes,Pit Planting,0,0,0,0,1,0,Maize,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Cattle Goats/Sheep,1,0,0,1,0,0,0,0,39547627
48,Central,Lilongwe,Demera,-13.8090759,33.3231513,1102,Male,Secondary School,29,2015-10-22,1318,1.6,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures)",1,0,0,0,0,0,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,Yes,No,Yes,Cattle Goats/Sheep,1,0,0,1,0,0,0,0,39547628
49,Central,Lilongwe,Demera,-13.7914943,33.3345871,1092.599976,Male,Secondary School,30,2016-07-14,1052,1.2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Pit Planting",0,1,0,0,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,39547630
50,Central,Lilongwe,Demera,-13.7915051,33.3346062,1099.699951,Male,Secondary School,25,2016-07-07,1059,1.2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Pit Planting",0,1,0,0,1,0,Maize,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,,NA,NA,NA,NA,NA,NA,NA,NA,39547631
51,Central,Lilongwe,Demera,-13.7914874,33.3345404,1097.5,Male,Secondary School,25,2016-07-13,1053,1.2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Pit Planting",0,1,0,0,1,0,Maize Groundnuts,1,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Yes,No,,NA,NA,NA,NA,NA,NA,NA,NA,39547636
52,Central,Lilongwe,Demera,-13.7849866,33.3457939,1109,Female,Secondary School,30,2015-10-30,1310,0.8,Yes,Pit Planting,0,0,0,0,1,0,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,Yes,No,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,39547642
53,Central,Lilongwe,Demera,-13.7983869,33.3498037,1098,Male,Primary School,22,2016-07-30,1036,0.4,Yes,Pit Planting,0,0,0,0,1,0,Maize Other,1,0,0,0,0,0,0,0,0,0,0,0,1,No,No,Yes,Pigs Guinea Fowl,0,0,0,0,1,1,0,0,39547645
54,Central,Lilongwe,Demera,-13.74991,33.35187333,1105.5,Male,Secondary School,30,2016-05-16,1111,0.4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Pit Planting",1,0,1,0,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,39547835
55,Central,Lilongwe,Demera,-13.74161667,33.35640833,1078.7,Female,Primary School,21,2017-08-16,654,0.4,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Pit Planting",0,1,1,0,1,0,Maize Soya Beans Other,1,0,0,0,0,0,1,0,1,0,0,0,1,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,39547838
56,Central,Lilongwe,Demera,-13.75351667,33.4149,1151.3,Female,Secondary School,29,2015-09-16,1354,0.3,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Pit Planting",1,0,1,0,1,0,Maize Soya Groundnuts Pigeon Peas Other,1,0,0,0,0,0,1,1,0,1,0,0,1,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,39547841
57,Central,Lilongwe,Demera,-13.762015,33.41054333,1145.1,Male,Primary School,20,2015-09-01,1369,0.4,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures",0,1,0,0,0,0,Maize Sweet Potato Soya Cow Peas Other,1,0,0,0,1,0,1,0,0,0,1,0,1,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39547847
58,Central,Lilongwe,Demera,-13.77551333,33.39545667,1116.8,Male,Primary School,30,2014-09-29,1706,1.6,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Pit Planting",0,1,1,0,1,0,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,Yes,Yes,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,39547851
59,Central,Lilongwe,Demera,-13.82279667,33.44829,1227.6,Female,Primary School,30,2016-04-08,1149,0.4,Yes,Pit Planting,0,0,0,0,1,0,Maize Soya Beans,1,0,0,0,0,0,1,0,1,0,0,0,0,Yes,No,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,39547855
60,Central,Lilongwe,Demera,-13.82284167,33.44821833,1215.4,Male,Primary School,30,2006-07-05,4714,0.48,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Pit Planting",0,1,0,0,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,No,Yes,Goats/Sheep Pigs Chickens Other,0,1,0,1,0,1,1,0,39547864
61,Central,Lilongwe,Demera,-13.82280667,33.44820667,1133.5,Female,Secondary School,29,2014-10-30,1675,0.14,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures",0,1,0,0,0,0,Maize Soya Groundnuts Beans Other,1,0,0,0,0,0,1,1,1,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Chickens Ducks,0,1,1,1,0,0,0,0,39547869
62,Central,Lilongwe,Demera,-13.822595,33.44850333,1186.6,Female,Primary School,17,2015-10-30,1310,0.4,Yes,Pit Planting,0,0,0,0,1,0,Maize Soya Groundnuts Cow Peas Other,1,0,0,0,0,0,1,1,0,0,1,0,1,Yes,No,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,39547878
63,Central,Lilongwe,Demera,-13.8227,33.44841333,1183.6,Male,Secondary School,21,2016-05-20,1107,0.8,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Pit Planting",0,1,1,0,1,0,Maize Groundnuts Beans Other,1,0,0,0,0,0,0,1,1,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,39547890
64,Central,Lilongwe,Demera,-13.82278833,33.44822167,1195.2,Male,Secondary School,22,2017-02-02,849,1.2,Yes,Agroforestry Manure Making Pit Planting,0,0,1,1,1,0,Maize Sweet Potato Soya Groundnuts Beans Other,1,0,0,0,1,0,1,1,1,0,0,0,1,Yes,Yes,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,39547907
65,Central,Lilongwe,Demera,-13.82271,33.44835667,1154.7,Male,Secondary School,30,2014-05-02,1856,0.8,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",0,1,1,1,1,0,Maize Groundnuts Cow Peas Other,1,0,0,0,0,0,0,1,0,0,1,0,1,Yes,No,Yes,Chickens,0,1,0,0,0,0,0,0,39547919
66,Central,Lilongwe,Demera,-13.82266167,33.44827167,1154.7,Male,Primary School,29,2017-05-03,759,2.4,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",0,1,1,1,1,0,Maize Soya Beans Other,1,0,0,0,0,0,1,0,1,0,0,0,1,Yes,Yes,Yes,Cattle Chickens Other,1,1,0,0,0,0,1,0,39547927
67,Central,Lilongwe,Demera,-13.82268667,33.4481,1204.7,Male,Primary School,30,2014-11-06,1668,3,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Pit Planting",0,1,1,0,1,0,Maize Soya Beans Other,1,0,0,0,0,0,1,0,1,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39547958
68,Central,Lilongwe,Demera,-13.82243333,33.44810167,1111.6,Male,Primary School,24,2014-07-03,1794,1.6,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",0,1,0,1,1,0,Maize Soya Beans Cow Peas Other,1,0,0,0,0,0,1,0,1,0,1,0,1,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,39548007
69,Central,Lilongwe,Demera,-13.82279667,33.44828333,1156.5,Male,Secondary School,30,2014-09-22,1713,0.8,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",0,1,1,1,1,0,Maize Soya Beans Cow Peas,1,0,0,0,0,0,1,0,1,0,1,0,0,Yes,Yes,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,39548021
70,Central,Lilongwe,Demera,-13.82280667,33.44836,1152.2,Female,Secondary School,30,2016-05-15,1112,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Pit Planting",1,0,1,0,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,39548047
71,Central,Lilongwe,Demera,-13.82266333,33.44824833,1118,Female,Primary School,29,2014-07-24,1773,0.2,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Pit Planting",0,1,0,0,1,0,Maize Soya Groundnuts Beans Other,1,0,0,0,0,0,1,1,1,0,0,0,1,Yes,No,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,39548060
72,Central,Lilongwe,Demera,-13.822745,33.44829667,1135.8,Male,Secondary School,16,2015-09-01,1369,0.3,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",0,1,0,1,1,0,Maize Soya Groundnuts Beans Other,1,0,0,0,0,0,1,1,1,0,0,0,1,Yes,Yes,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,39548068
73,Central,Lilongwe,Demera,-13.76256,33.367785,1072.1,Female,Primary School,14,2014-10-29,1676,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Soya Beans Other,1,0,0,0,0,0,1,0,1,0,0,0,1,Yes,No,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,39548152
