,Region,District,EPA,Lat,Lon,Altitude,Gender,Literacy,Number_followers,Date_trained,Length,Farm_size,Sust_Ag_Activities,Types_Sust_Ag,Full_CA,Partial_CA,Agroforestry,Manure_making,Pit_planting,Sust_Other,Crops,Crops_Maize,Crops_Millet,Crops_Sorghum,Crops_Cassava,Crops_Sweet_Potato,Crops_European_Potato,Crops_Soya,Crops_Groundnuts,Crops_Beans,Crops_Pigeon_Pea,Crops_Cowpea,Crops_Sugarcane,Crops_Other,Vegetables,Fruit_trees,Livestock,Type_livestock,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats_Sheep,Livestock_Guinea_Fowl,Livestock_Pigs,Livestock_Other,Livestock_Rabbits,X_id
1049,Northern,Mzimba South,Eswazini,-11.8053283,33.5934997,1369.5,Female,Primary School,5,2017-09-25,614,2.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Sweet Potato Soya Groundnuts Beans Pigeon Peas,1,0,0,0,1,0,1,1,1,1,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41782006
1050,Northern,Mzimba South,Eswazini,-11.7770148,33.6863265,1503.099976,Male,Primary School,20,2014-08-18,1748,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Cassava Soya Groundnuts Beans Pigeon Peas Sugarcane,1,0,0,1,0,0,1,1,1,1,0,1,0,Yes,Yes,Yes,Pigs Chickens,0,1,0,0,0,1,0,0,41782008
1051,Northern,Mzimba South,Eswazini,-11.7770137,33.6863182,1508.199951,Female,Secondary School,18,2015-08-17,1384,1.6,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Beans Pigeon Peas Cow Peas,1,0,0,1,1,0,1,1,1,1,1,0,0,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,41782009
1052,Northern,Mzimba South,Eswazini,-11.7769575,33.6863162,1517.300049,Female,Primary School,12,2014-11-10,1664,1.6,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",1,1,0,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Beans Other,1,0,0,1,1,0,1,1,1,0,0,0,1,No,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,41782010
1053,Northern,Mzimba South,Eswazini,-11.7769083,33.6863842,1510.099976,Female,Primary School,25,2015-09-14,1356,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Beans Sugarcane,1,0,0,1,1,0,1,1,1,0,0,1,0,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,41782012
1054,Northern,Mzimba South,Eswazini,-11.7769618,33.686336,1524,Female,Secondary School,26,2016-09-26,978,2.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Cassava Soya Groundnuts Beans,1,0,0,1,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41782013
1055,Northern,Mzimba South,Eswazini,-11.7769641,33.6863131,1515.300049,Female,Secondary School,22,2016-08-22,1013,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Beans,1,0,0,1,1,0,1,1,1,0,0,0,0,Yes,Yes,No,,NA,NA,NA,NA,NA,NA,NA,NA,41782014
1056,Northern,Mzimba South,Hora,-11.6107381,33.5659671,1268.099976,Female,Primary School,8,2017-09-25,614,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Beans,1,0,0,1,1,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Cattle Chickens,1,1,0,0,0,0,0,0,41782015
1057,Northern,Mzimba South,Hora,-11.6106335,33.5661869,1280.5,Male,Primary School,18,2016-08-15,1020,6,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Manure Making Pit Planting",1,0,0,1,1,0,Maize Sweet Potato Soya Groundnuts,1,0,0,0,1,0,1,1,0,0,0,0,0,Yes,No,Yes,Pigs Chickens,0,1,0,0,0,1,0,0,41782018
1058,Northern,Mzimba North,Malidade,-11.2270746,33.4992909,1137.800049,Male,Secondary School,4,2018-08-06,299,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Millet Cassava Sweet Potato Soya Groundnuts Cow Peas,1,1,0,1,1,0,1,1,0,0,1,0,0,No,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41782020
1059,Northern,Mzimba North,Malidade,-11.2269018,33.4991633,1172.699951,Male,Secondary School,20,2010-09-13,3183,1,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Millet Soya Groundnuts Beans Other,1,1,0,0,0,0,1,1,1,0,0,0,1,No,No,Yes,Pigs,0,0,0,0,0,1,0,0,41782021
1060,Northern,Mzimba North,Malidade,-11.222354,33.4974771,1135.300049,Male,Primary School,15,2014-11-17,1657,1.5,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making",1,0,1,1,0,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,No,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41782022
1061,Northern,Mzimba North,Malidade,-11.1797216,33.5718526,1096.300049,Male,Secondary School,25,2015-09-07,1363,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Millet Cassava Soya Groundnuts Cow Peas,1,1,0,1,0,0,1,1,0,0,1,0,0,No,Yes,Yes,Goats/Sheep Chickens Guinea Fowl Ducks,0,1,1,1,1,0,0,0,41782024
1062,Northern,Mzimba North,Malidade,-11.1796851,33.5719471,1109.099976,Male,Primary School,16,2015-11-16,1293,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making",1,0,1,1,0,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,No,Yes,Yes,Goats/Sheep Guinea Fowl,0,0,0,1,1,0,0,0,41782026
1063,Northern,Mzimba North,Malidade,-11.2299035,33.4548295,1086.699951,Female,Primary School,13,2015-11-16,1293,1,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Cassava Soya Groundnuts Beans,1,0,0,1,0,0,1,1,1,0,0,0,0,No,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41782027
1064,Northern,Mzimba North,Malidade,-11.2689891,33.4020388,1133.900024,Female,Primary School,24,2015-11-09,1300,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,No,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41782030
1065,Northern,Mzimba North,Bwengu,-11.264243,33.8787227,1094.900024,Male,Secondary School,14,2014-09-22,1713,4.32,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Beans,1,0,0,1,1,0,1,1,1,0,0,0,0,No,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41782031
1066,Northern,Mzimba North,Bwengu,-11.2646405,33.8791137,1102.300049,Female,Primary School,13,2015-09-14,1356,2.3,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,No,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41782034
1067,Northern,Mzimba North,Bwengu,-11.1951438,33.9237342,1146.699951,Female,Secondary School,17,2015-11-02,1307,1.4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Sugarcane,1,0,0,1,1,0,1,1,0,0,0,1,0,Yes,Yes,Yes,Goats/Sheep Pigs Chickens Rabbits,0,1,0,1,0,1,0,1,41782036
1068,Northern,Mzimba North,Bwengu,-11.1951468,33.923623,1145.300049,Male,Primary School,13,2018-11-19,194,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making",1,0,1,1,0,0,Maize Groundnuts Beans,1,0,0,0,0,0,0,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Pigs,0,0,0,1,0,1,0,0,41782038
1069,Northern,Mzimba North,Bwengu,-11.1439361,33.886413,1054.599976,Female,Primary School,22,2014-10-13,1692,1.4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Sweet Potato Soya Groundnuts Beans,1,0,0,0,1,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41807831
1070,Northern,Mzimba North,Bwengu,-11.1438381,33.8864169,1056.699951,Female,Primary School,8,2013-11-11,2028,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making",1,0,1,1,0,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41807832
1071,Northern,Mzimba North,Bwengu,-11.1436068,33.8866096,1087.5,Female,Primary School,16,2015-11-09,1300,0.9,Yes,"Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",0,1,1,1,0,0,Maize Soya Beans,1,0,0,0,0,0,1,0,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41807833
1072,Northern,Mzimba North,Bwengu,-11.2601232,33.8748825,1094.400024,Male,Secondary School,12,2015-09-07,1363,2.3,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,41807834
1073,Northern,Mzimba North,Bwengu,-11.2601154,33.8748353,1089.099976,Male,Primary School,19,2015-09-07,1363,2.7,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making",1,0,1,1,0,0,Maize Groundnuts Beans,1,0,0,0,0,0,0,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,41807835
1074,Northern,Mzimba North,Zombwe,-11.3944604,33.747704,1240.400024,Female,Secondary School,20,2015-09-14,1356,1.4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Millet Cassava Sweet Potato Soya Groundnuts Beans,1,1,0,1,1,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens Ducks,0,1,1,1,0,0,0,0,41883936
1075,Northern,Mzimba North,Zombwe,-11.3947911,33.7474061,1281.699951,Female,Secondary School,4,2015-09-14,1356,1,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Sweet Potato Soya,1,0,0,0,1,0,1,0,0,0,0,0,0,Yes,No,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41883938
1076,Northern,Mzimba North,Zombwe,-11.3681699,33.8271798,1206.800049,Female,Primary School,5,2014-09-15,1720,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Sweet Potato Soya Groundnuts,1,0,0,0,1,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41883942
1077,Northern,Mzimba North,Zombwe,-11.3682034,33.8272394,1193.300049,Female,Primary School,12,2014-09-15,1720,1,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making",1,1,0,1,0,0,Maize Cassava Sweet Potato Soya Groundnuts,1,0,0,1,1,0,1,1,0,0,0,0,0,No,Yes,Yes,Cattle Goats/Sheep Pigs Chickens Other,1,1,0,1,0,1,1,0,41883943
1078,Northern,Mzimba North,Zombwe,-11.3184505,33.8327161,1117.699951,Female,Secondary School,12,2017-09-04,635,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",1,1,0,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Beans Other,1,0,0,1,1,0,1,1,1,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41883945
1079,Northern,Mzimba North,Zombwe,-11.318506,33.8328158,1116.400024,Male,Secondary School,15,2015-09-14,1356,1,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",1,1,0,1,1,0,Maize Soya Groundnuts Beans Other,1,0,0,0,0,0,1,1,1,0,0,0,1,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41883948
1080,Northern,Mzimba North,Zombwe,-11.3184213,33.8327829,1128.800049,Male,Primary School,6,2015-09-07,1363,3.5,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Cassava Sweet Potato Soya Groundnuts Sugarcane,1,0,0,1,1,0,1,1,0,0,0,1,0,No,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41883950
1081,Northern,Mzimba North,Zombwe,-11.324562,33.9262855,1195.199951,Female,Primary School,45,2012-07-17,2510,2.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Cassava Sweet Potato Soya Beans,1,0,0,1,1,0,1,0,1,0,0,0,0,Yes,Yes,Yes,Cattle Goats/Sheep Pigs Chickens,1,1,0,1,0,1,0,0,41883952
1082,Northern,Mzimba North,Zombwe,-11.3244969,33.9263928,1212.5,Female,Primary School,12,2014-10-13,1692,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Sweet Potato Groundnuts Cow Peas,1,0,0,0,1,0,0,1,0,0,1,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41883954
1083,Northern,Mzimba North,Zombwe,-11.3245135,33.9263031,1189.199951,Male,Primary School,6,2016-08-16,1019,1.3,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Sweet Potato Groundnuts,1,0,0,0,1,0,0,1,0,0,0,0,0,No,Yes,Yes,Cattle Goats/Sheep Pigs,1,0,0,1,0,1,0,0,41883956
1084,Northern,Mzimba North,Zombwe,-11.3245116,33.9263172,1181.599976,Male,Primary School,20,2016-07-11,1055,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Sweet Potato Soya Groundnuts Beans,1,0,0,0,1,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41883958
1085,Northern,Mzimba North,Zombwe,-11.3245541,33.9263426,1189.900024,Female,Primary School,24,2016-07-11,1055,1.6,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Cassava Sweet Potato Soya Groundnuts Beans,1,0,0,1,1,0,1,1,1,0,0,0,0,No,Yes,Yes,Pigs Chickens,0,1,0,0,0,1,0,0,41883960
1086,Northern,Mzimba North,Njuyu,-11.4570943,33.633065,1329.099976,Male,Secondary School,27,2015-10-19,1321,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making",1,1,0,1,0,0,Maize Millet Soya Groundnuts Beans Sugarcane,1,1,0,0,0,0,1,1,1,0,0,1,0,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,41942715
1087,Northern,Mzimba North,Njuyu,-11.4571382,33.6333301,1375.199951,Male,Secondary School,13,2015-09-14,1356,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making",1,0,1,1,0,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41942716
1088,Northern,Mzimba North,Njuyu,-11.4852844,33.7122154,1236.5,Male,Primary School,17,2014-10-06,1699,2.4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Millet Cassava Sweet Potato Soya Groundnuts Beans Other,1,1,0,1,1,0,1,1,1,0,0,0,1,No,Yes,Yes,Cattle Goats/Sheep Chickens,1,1,0,1,0,0,0,0,41942718
1089,Northern,Mzimba North,Njuyu,-11.5572356,33.6732451,1268.099976,Female,Primary School,12,2015-09-14,1356,1.6,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making",1,0,1,1,0,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41942719
1090,Northern,Mzimba North,Njuyu,-11.5110296,33.688159,1232.300049,Female,Primary School,13,2015-09-14,1356,2.3,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry",1,1,1,0,0,0,Maize Groundnuts Beans,1,0,0,0,0,0,0,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Pigs,0,0,0,1,0,1,0,0,41942720
1091,Northern,Mzimba North,Njuyu,-11.5111104,33.6880574,1262.099976,Male,Primary School,9,2015-09-14,1356,3.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Soya Groundnuts Beans,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,41942721
1092,Northern,Mzimba North,Njuyu,-11.5110788,33.6881209,1257.599976,Female,Primary School,7,2016-09-12,992,2.7,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making",1,1,0,1,0,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41942722
1093,Central,Ntchisi,Chipuka,-13.36850833,33.795365,1287.1,Female,Primary School,20,2015-07-06,1426,6,No,,NA,NA,NA,NA,NA,NA,Maize Sweet Potato Soya Groundnuts Beans Other,1,0,0,0,1,0,1,1,1,0,0,0,1,Yes,Yes,Yes,Cattle Goats/Sheep Pigs Chickens,1,1,0,1,0,1,0,0,41942723
1094,Central,Ntchisi,Chipuka,-13.36839,33.79531667,1330.8,Female,Primary School,10,2015-07-07,1425,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Groundnuts Beans Other,1,0,0,0,0,0,0,1,1,0,0,0,1,No,No,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,41942724
1095,Central,Ntchisi,Chipuka,-13.36860333,33.79535167,1273.4,Female,Primary School,10,2015-07-06,1426,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Sweet Potato Soya Groundnuts Beans,1,0,0,0,1,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41942725
1096,Central,Ntchisi,Chipuka,-13.36861,33.79537833,1275.1,Female,Primary School,25,2016-06-06,1090,1.6,Yes,Agroforestry Manure Making,0,0,1,1,0,0,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,Yes,No,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41942726
1097,Central,Ntchisi,Chipuka,-13.36856667,33.79532,1280.5,Female,Primary School,5,2016-07-04,1062,0.4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Soya,1,0,0,0,0,0,1,0,0,0,0,0,0,Yes,No,No,,NA,NA,NA,NA,NA,NA,NA,NA,41942727
1098,Central,Ntchisi,Chipuka,-13.36858,33.79533833,1277.4,Female,Primary School,5,2015-07-06,1426,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Sweet Potato Soya Groundnuts,1,0,0,0,1,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Chickens,0,1,0,0,0,0,0,0,41942729
1099,Central,Ntchisi,Chipuka,-13.36859,33.79522833,1268.9,Female,Primary School,10,2016-07-04,1062,2.4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Agroforestry Manure Making Pit Planting",1,0,1,1,1,0,Maize Soya Groundnuts Other,1,0,0,0,0,0,1,1,0,0,0,0,1,Yes,Yes,Yes,Goats/Sheep,0,0,0,1,0,0,0,0,41942730
1100,Central,Ntchisi,Chipuka,-13.36852667,33.79536333,1265.3,Female,Primary School,6,2016-07-04,1062,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,No,Yes,Goats/Sheep Chickens,0,1,0,1,0,0,0,0,41942731
1101,Central,Ntchisi,Chipuka,-13.368565,33.795275,1264.6,Female,Secondary School,7,2015-07-06,1426,1.2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Soya Groundnuts,1,0,0,0,0,0,1,1,0,0,0,0,0,Yes,No,No,,NA,NA,NA,NA,NA,NA,NA,NA,41942732
1102,Northern,Mzimba South,Vibangalala,-12.20720333,33.54559167,1382.8,Female,Primary School,20,2016-07-15,1051,2,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Manure Making Pit Planting",1,1,0,1,1,0,Maize Cassava Sweet Potato Soya Groundnuts Beans,1,0,0,1,1,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Cattle Goats/Sheep Pigs Chickens,1,1,0,1,0,1,0,0,41942733
1103,Northern,Mzimba South,Vibangalala,-12.24404333,33.42985667,1253.4,Female,Secondary School,13,2015-09-07,1363,0.6,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making",1,1,1,1,0,0,Maize Cassava Sweet Potato Soya Groundnuts Beans,1,0,0,1,1,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Goats/Sheep Pigs Chickens,0,1,0,1,0,1,0,0,41942734
1104,Northern,Mzimba South,Vibangalala,-12.32324,33.43373167,1287.8,Male,Primary School,25,2015-08-03,1398,2.4,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Millet Sorghum Cassava Sweet Potato European Potato Soya Groundnuts Beans Pigeon Peas Cow Peas Sugarcane Other,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,Yes,Yes,Cattle Goats/Sheep Pigs Chickens Ducks Other,1,1,1,1,0,1,1,0,41942736
1105,Northern,Mzimba South,Vibangalala,-12.27491833,33.50066167,1319.9,Female,Primary School,10,2015-07-06,1426,0.8,Yes,"Conservation Agriculture (a combination of maximum cover, minimum tillage, rotations/mixtures) Any of maximum cover, Minimum tillage, rotations/mixtures Agroforestry Manure Making Pit Planting",1,1,1,1,1,0,Maize Cassava Soya Groundnuts Beans,1,0,0,1,0,0,1,1,1,0,0,0,0,Yes,Yes,Yes,Cattle Goats/Sheep Pigs Chickens,1,1,0,1,0,1,0,0,41942737
